timestamp,altitude,velocity,signal_strength
2025-12-28T03:14:23.109875Z,406.54,7.64,91.61
2026-03-10T06:55:45.783883Z,399.92,7.8,95.19
2026-03-10T06:55:50.786247Z,400.02,7.79,95.06
2026-03-10T06:55:55.788867Z,399.87,7.79,95.1
2026-03-10T06:56:00.791472Z,400.07,7.78,95.05
2026-03-10T06:56:05.794719Z,399.88,7.78,95.15
2026-03-10T06:56:10.796995Z,399.88,7.79,95.21
2026-03-10T06:56:15.798592Z,399.98,7.66,95.06
2026-03-10T06:56:20.800823Z,400.14,7.8,94.86
2026-03-10T06:56:25.804291Z,400.09,7.8,94.95
2026-03-10T06:56:30.807154Z,400.23,7.8,94.96
2026-03-10T06:56:35.810113Z,400.15,7.81,94.88
2026-03-10T06:56:40.812883Z,400.27,7.81,94.86
2026-03-10T06:56:45.815751Z,400.41,7.81,94.73
2026-03-10T06:56:50.817445Z,400.59,7.81,94.6
2026-03-10T06:56:55.820131Z,400.45,7.81,94.74
2026-03-10T06:57:00.847582Z,400.44,7.82,94.79
2026-03-10T06:57:05.850927Z,400.39,7.81,94.87
2026-03-10T06:57:10.853664Z,400.58,7.81,95.06
2026-03-10T06:57:15.857274Z,400.69,7.82,95.18
2026-03-10T06:57:20.860561Z,400.64,7.82,95.11
2026-03-10T06:57:25.864164Z,400.54,7.81,94.97
2026-03-10T06:57:30.867615Z,404.18,7.81,94.8
2026-03-10T06:57:35.872098Z,404.25,7.81,94.6
2026-03-10T06:57:40.875716Z,404.32,7.82,94.66
2026-03-10T06:57:45.880952Z,404.35,7.82,94.83
2026-03-10T06:57:50.884166Z,404.52,7.82,90.71
2026-03-10T06:57:55.886837Z,404.47,7.83,90.78
2026-03-10T06:58:00.888833Z,404.5,7.82,90.86
2026-03-10T06:58:05.892566Z,404.57,7.82,90.97
2026-03-10T06:58:10.895141Z,404.5,7.83,90.79
2026-03-10T06:58:15.897720Z,404.46,7.83,98.21
2026-03-10T06:58:20.900324Z,404.62,7.83,98.36
2026-03-10T06:58:25.903515Z,404.78,7.83,98.48
2026-03-10T06:58:30.910848Z,404.65,7.84,98.35
2026-03-10T06:58:35.914155Z,404.66,7.84,98.17
2026-03-10T06:58:40.917161Z,401.57,7.84,98.16
2026-03-10T06:58:45.918970Z,401.56,7.84,98.05
2026-03-10T06:58:50.921247Z,401.59,7.84,97.99
2026-03-10T06:58:55.923368Z,401.57,7.85,97.81
2026-03-10T06:59:00.926291Z,401.77,7.85,97.73
2026-03-10T06:59:05.929135Z,401.76,7.85,97.77
2026-03-10T06:59:10.933609Z,401.68,7.84,97.7
2026-03-10T06:59:15.936333Z,401.63,7.84,97.88
2026-03-10T06:59:20.943571Z,401.69,7.83,97.96
2026-03-10T06:59:25.962336Z,401.87,7.83,97.83
2026-03-10T06:59:30.965561Z,402.05,7.84,97.93
2026-03-10T06:59:35.968878Z,401.91,7.85,97.76
2026-03-10T06:59:40.974381Z,402.03,7.8,97.86
2026-03-10T06:59:45.978186Z,402.03,7.81,97.78
2026-03-10T06:59:50.981863Z,401.88,7.8,97.79
2026-03-10T06:59:55.986503Z,401.69,7.8,97.63
2026-03-10T07:00:00.991261Z,401.71,7.79,97.57
2026-03-10T07:00:05.994977Z,401.52,7.79,97.41
2026-03-10T07:00:10.999836Z,401.46,8.16,97.43
2026-03-10T07:00:16.003098Z,401.27,8.17,97.4
2026-03-10T07:00:21.005696Z,401.18,8.18,97.38
2026-03-10T07:00:26.010343Z,401.06,8.18,97.19
2026-03-10T07:00:31.014866Z,401.06,8.18,97.11
2026-03-10T07:00:36.020160Z,401.03,8.18,96.93
2026-03-10T07:00:41.022430Z,401.04,8.18,97.11
2026-03-10T07:00:46.024927Z,401.06,8.18,100
2026-03-10T07:00:51.028096Z,401.16,8.17,100
2026-03-10T07:21:41.573671Z,400.04,7.8,94.99
2026-03-10T07:21:46.580710Z,400.21,7.8,95.04
2026-03-10T07:21:51.583346Z,400.13,7.8,94.99
2026-03-10T07:21:56.585591Z,400.14,7.8,94.81
2026-03-10T07:22:01.588637Z,399.97,7.8,94.93
2026-03-10T07:22:06.590594Z,399.93,8.01,94.91
2026-03-10T07:22:11.593337Z,399.95,8.02,94.93
2026-03-10T07:22:16.595804Z,399.96,8.02,94.84
2026-03-10T07:22:21.598354Z,400.01,8.02,94.99
2026-03-10T07:22:26.602874Z,400.15,8.02,94.85
2026-03-10T07:22:31.606375Z,400.23,8.02,94.77
2026-03-10T07:22:36.609877Z,400.32,8.01,94.74
2026-03-10T07:22:41.614562Z,400.42,8.0,94.56
2026-03-10T07:22:46.619418Z,400.45,7.55,94.68
2026-03-10T07:22:51.621690Z,400.55,7.55,94.69
2026-03-10T07:22:56.625022Z,403.29,7.55,94.66
2026-03-10T07:23:01.627820Z,403.33,7.56,94.65
2026-03-10T07:23:06.631337Z,403.45,7.57,94.69
2026-03-10T07:23:11.633837Z,403.65,7.57,94.64
2026-03-10T07:23:16.640316Z,403.82,7.56,94.7
2026-03-10T07:23:21.644735Z,403.8,7.55,94.82
2026-03-10T07:23:26.647753Z,403.74,7.56,94.66
2026-03-10T07:23:31.655155Z,403.79,7.56,94.79
2026-03-10T07:23:36.658746Z,403.91,7.56,94.61
2026-03-10T07:23:41.666131Z,404.03,7.55,94.51
2026-03-10T07:23:46.670137Z,403.99,7.55,94.31
2026-03-10T07:23:51.673721Z,403.87,7.55,94.27
2026-03-10T07:23:56.677364Z,403.68,7.55,94.19
2026-03-10T07:24:01.681727Z,403.85,7.55,94.29
2026-03-10T07:24:06.684685Z,403.81,7.55,94.41
2026-03-10T07:24:11.688520Z,403.83,7.55,94.25
2026-03-10T07:24:16.692488Z,403.79,7.54,94.05
2026-03-10T07:24:21.699534Z,403.76,7.54,93.94
2026-03-10T07:24:26.703304Z,406.64,7.54,93.85
2026-03-10T07:24:31.707624Z,406.66,7.54,93.89
2026-03-10T07:24:36.710925Z,406.8,7.53,93.92
2026-03-10T07:24:41.715123Z,406.71,7.52,93.87
2026-03-10T07:24:46.720176Z,406.75,7.53,98.52
2026-03-10T07:24:51.724247Z,406.85,7.52,98.45
2026-03-10T07:24:56.727409Z,406.85,7.52,98.42
2026-03-10T07:25:01.730717Z,406.73,7.51,98.52
2026-03-10T07:25:06.734210Z,406.67,7.52,98.51
2026-03-10T07:25:11.737733Z,409.28,7.53,98.34
2026-03-10T07:25:16.740894Z,409.37,7.52,98.51
2026-03-10T07:25:21.744297Z,409.36,8.01,98.4
2026-03-10T07:25:26.748389Z,411.27,8.01,98.28
2026-03-10T07:25:31.751770Z,411.44,8.01,98.25
2026-03-10T07:25:36.755415Z,411.61,8.01,98.42
2026-03-10T07:25:41.759286Z,411.75,8.0,98.26
2026-03-10T07:25:46.762191Z,415.85,8.01,98.42
2026-03-10T07:25:51.765953Z,416.0,8.0,98.58
2026-03-10T07:25:56.770146Z,415.41,8.01,98.73
2026-03-10T07:26:01.774095Z,415.33,8.01,98.85
2026-03-10T07:26:06.777472Z,415.35,7.93,98.68
2026-03-10T07:26:11.780680Z,415.36,7.94,98.8
2026-03-10T07:26:16.784805Z,415.16,7.95,98.7
2026-03-10T07:26:21.787947Z,415.09,7.94,98.62
2026-03-10T07:26:26.790758Z,415.0,7.94,98.81
2026-03-10T07:26:31.799325Z,414.84,7.94,98.81
2026-03-10T07:26:36.804894Z,414.89,7.93,98.77
2026-03-10T07:26:41.807949Z,414.86,7.93,98.77
2026-03-10T07:26:46.811524Z,415.01,7.92,98.63
2026-03-10T07:26:51.815880Z,415.21,7.92,98.74
2026-03-10T07:26:56.820807Z,415.29,7.92,98.79
2026-03-10T07:27:01.826843Z,415.43,7.93,98.9
2026-03-10T07:27:06.835095Z,415.53,7.94,98.97
2026-03-10T07:27:11.840341Z,415.43,7.95,99.1
2026-03-10T07:27:16.843910Z,415.6,7.94,99.27
2026-03-10T07:27:21.847935Z,415.67,7.94,99.38
2026-03-10T07:27:26.852048Z,415.53,7.95,99.39
2026-03-10T07:27:31.855739Z,415.64,7.95,99.23
2026-03-10T07:27:36.859678Z,415.69,7.95,99.32
2026-03-10T07:27:41.863170Z,415.51,7.96,99.44
2026-03-10T07:27:46.867308Z,415.37,7.96,99.46
2026-03-10T07:27:51.873544Z,415.45,7.96,99.58
2026-03-10T07:27:56.876940Z,415.63,7.96,99.55
2026-03-10T07:28:01.880632Z,415.48,7.96,99.74
2026-03-10T07:28:06.883847Z,415.37,7.57,99.72
2026-03-10T07:28:11.887112Z,415.19,7.56,99.6
2026-03-10T07:28:16.892315Z,415.15,7.55,99.78
2026-03-10T07:28:21.896304Z,415.02,7.56,99.69
2026-03-10T07:28:26.903098Z,415.06,7.56,99.78
2026-03-10T07:28:31.906990Z,414.98,7.56,99.61
2026-03-10T07:28:36.910301Z,414.88,7.56,99.5
2026-03-10T07:28:41.915129Z,415.04,7.44,99.3
2026-03-10T07:28:46.918707Z,415.0,7.88,99.41
2026-03-10T07:28:51.922056Z,415.1,7.88,99.21
2026-03-10T07:28:56.925244Z,415.14,7.88,99.22
2026-03-10T07:29:01.928993Z,415.07,7.87,99.15
2026-03-10T07:29:06.932936Z,415.04,7.87,99.18
2026-03-10T07:29:11.942620Z,415.14,7.87,99.02
2026-03-10T07:29:16.949407Z,415.17,7.87,99.06
2026-03-10T07:29:21.953199Z,415.11,7.86,99.19
2026-03-10T07:29:26.956632Z,415.0,7.85,99.1
2026-03-10T07:29:31.959950Z,415.11,7.86,99.18
2026-03-10T07:29:36.963427Z,415.24,8.13,99.29
2026-03-10T07:29:41.966389Z,415.4,8.13,99.2
2026-03-10T07:29:46.970543Z,415.38,8.14,99.1
2026-03-10T07:29:51.975120Z,415.28,8.13,99.14
2026-03-10T07:29:56.978971Z,415.12,8.13,99.13
2026-03-10T07:30:01.982645Z,415.3,8.12,99.06
2026-03-10T07:30:06.986063Z,415.25,8.11,99.07
2026-03-10T07:30:11.990605Z,415.09,8.11,99.08
2026-03-10T07:30:16.995781Z,415.03,8.1,99.11
2026-03-10T07:30:21.999759Z,415.19,8.09,99.23
2026-03-10T07:30:27.003505Z,415.37,8.09,99.23
2026-03-10T07:30:32.006592Z,415.2,8.08,99.24
2026-03-10T07:30:37.010821Z,415.86,8.08,99.15
2026-03-10T07:30:42.014523Z,415.84,8.07,98.98
2026-03-10T07:30:47.018439Z,415.83,8.07,98.79
2026-03-10T07:30:52.024684Z,415.82,8.08,98.73
2026-03-10T07:30:57.027943Z,415.71,8.07,98.64
2026-03-10T07:31:02.033165Z,415.71,8.06,98.79
2026-03-10T07:31:07.038607Z,415.62,8.06,98.64
2026-03-10T07:31:12.041728Z,415.43,8.5,98.51
2026-03-10T07:31:17.047413Z,415.38,8.5,98.42
2026-03-10T07:31:22.050883Z,415.45,8.5,98.42
2026-03-10T07:31:27.054938Z,415.42,8.49,96.66
2026-03-10T07:31:32.059871Z,415.51,8.48,96.46
2026-03-10T07:31:37.066694Z,415.38,8.49,96.34
2026-03-10T07:31:42.071404Z,415.47,8.48,96.43
2026-03-10T07:31:47.074655Z,415.59,8.49,96.54
2026-03-10T07:31:52.080489Z,415.56,8.49,96.68
2026-03-10T07:31:57.085682Z,415.45,8.49,96.6
2026-03-10T07:32:02.089091Z,415.29,8.5,96.51
2026-03-10T07:32:07.092963Z,415.25,8.5,96.39
2026-03-10T07:32:12.096814Z,415.14,8.5,96.4
2026-03-10T07:32:17.101788Z,414.99,8.5,96.35
2026-03-10T07:32:22.105710Z,414.79,8.18,96.26
2026-03-10T07:32:27.109558Z,414.78,8.19,96.22
2026-03-10T07:32:32.113410Z,414.7,8.19,96.4
2026-03-10T07:32:37.117238Z,414.76,8.18,96.36
2026-03-10T07:32:42.121275Z,414.91,8.19,96.3
2026-03-10T07:32:47.125891Z,414.71,8.19,96.47
2026-03-10T07:32:52.129827Z,414.67,8.36,96.38
2026-03-10T07:32:57.134434Z,418.8,8.35,96.27
2026-03-10T07:33:02.138306Z,418.7,8.35,96.32
2026-03-10T07:33:07.141415Z,418.65,8.13,96.19
2026-03-10T07:33:12.144704Z,418.55,8.13,96.27
2026-03-10T07:33:17.149009Z,418.54,8.14,96.25
2026-03-10T07:33:22.153589Z,418.54,8.13,96.36
2026-03-10T07:33:27.157053Z,418.46,8.13,96.36
2026-03-10T07:33:32.162628Z,418.65,8.05,96.29
2026-03-10T07:33:37.166324Z,418.75,8.04,96.18
2026-03-10T07:33:42.170689Z,418.67,8.04,96.02
2026-03-10T07:33:47.175161Z,418.77,8.05,96.06
2026-03-10T07:33:52.179855Z,418.63,8.05,95.88
2026-03-10T07:33:57.183699Z,418.56,8.04,95.83
2026-03-10T07:34:02.186435Z,418.55,8.04,98.52
2026-03-10T07:34:07.191001Z,418.45,7.75,98.32
2026-03-10T07:34:12.194993Z,418.54,7.75,98.22
2026-03-10T07:34:17.198589Z,418.5,7.75,98.09
2026-03-10T07:34:22.203863Z,418.45,7.76,98.0
2026-03-10T07:34:27.207697Z,418.27,7.77,98.19
2026-03-10T07:34:32.212764Z,418.44,7.77,98.39
2026-03-10T07:34:37.221295Z,418.36,7.77,98.5
2026-03-10T07:34:42.225935Z,418.33,7.77,98.37
2026-03-10T07:34:47.231874Z,418.49,7.77,98.33
2026-03-10T07:34:52.237512Z,418.5,7.77,98.23
2026-03-10T07:34:57.241287Z,418.54,7.77,98.09
2026-03-10T07:35:02.244769Z,418.64,7.77,97.92
2026-03-10T07:35:07.248023Z,418.62,7.77,98.08
2026-03-10T07:35:12.252037Z,418.52,7.76,98.04
2026-03-10T07:35:17.255668Z,418.63,7.77,97.88
2026-03-10T07:35:22.260527Z,418.65,7.77,97.88
2026-03-10T07:35:27.266254Z,418.53,7.78,98.07
2026-03-10T07:35:32.270925Z,418.48,7.77,98.23
2026-03-10T07:35:37.274189Z,418.4,7.78,98.36
2026-03-10T07:35:42.277646Z,418.4,7.78,98.25
2026-03-10T07:35:47.280961Z,418.59,7.78,98.23
2026-03-10T07:35:52.284561Z,418.48,7.79,98.12
2026-03-10T07:35:57.287612Z,418.4,7.79,98.2
2026-03-10T07:36:02.291116Z,418.34,7.78,98.01
2026-03-10T07:36:07.295230Z,418.28,7.79,97.85
2026-03-10T07:36:12.300293Z,418.45,7.78,97.99
2026-03-10T07:36:17.303806Z,418.49,7.32,97.87
2026-03-10T07:36:22.307554Z,418.54,7.0,97.83
2026-03-10T07:36:27.311163Z,418.71,7.0,98.01
2026-03-10T07:36:32.315110Z,418.64,7.0,98.16
2026-03-10T07:36:37.320727Z,418.78,7.0,98.1
2026-03-10T07:36:42.325250Z,418.98,7.0,98.0
2026-03-10T07:36:47.328434Z,418.85,7.0,97.92
2026-03-10T07:36:52.331901Z,418.96,7.0,98.02
2026-03-10T07:36:57.335184Z,418.78,7.0,92.4
2026-03-10T07:37:02.339582Z,418.68,7.01,92.47
2026-03-10T07:37:07.343019Z,418.52,7.0,92.54
2026-03-10T07:37:12.346875Z,418.68,7.0,92.5
2026-03-10T07:37:17.351703Z,418.86,7.01,92.61
2026-03-10T07:37:22.355523Z,419.04,7.01,92.49
2026-03-10T07:37:27.359546Z,418.95,7.0,92.41
2026-03-10T07:37:32.363741Z,419.13,7.01,92.58
2026-03-10T07:37:37.369151Z,419.12,7.0,92.61
2026-03-10T07:37:42.372531Z,419.1,7.0,92.68
2026-03-10T07:37:47.374911Z,418.94,7.01,92.72
2026-03-10T07:37:52.378648Z,419.02,7.0,92.6
2026-03-10T07:37:57.382326Z,418.84,7.01,92.44
2026-03-10T07:38:02.385725Z,418.86,7.01,92.56
2026-03-10T07:38:07.389300Z,418.84,7.0,92.76
2026-03-10T07:38:12.392342Z,418.84,7.01,92.86
2026-03-10T07:38:17.396605Z,418.65,7.0,93.05
2026-03-10T07:38:22.402615Z,418.52,7.0,93.14
2026-03-10T07:38:27.407961Z,418.34,7.01,93.23
2026-03-10T07:38:32.412383Z,418.36,7.01,93.17
2026-03-10T07:38:37.416215Z,418.42,7.01,93.15
2026-03-10T07:38:42.420303Z,418.61,7.02,93.34
2026-03-10T07:38:47.423570Z,418.64,7.01,93.5
2026-03-10T07:38:52.427757Z,418.75,7.02,93.33
2026-03-10T07:38:57.431598Z,418.86,7.02,93.45
2026-03-10T07:39:02.435589Z,418.96,7.02,93.25
2026-03-10T07:39:07.439185Z,418.82,7.02,93.22
2026-03-10T07:39:12.443501Z,418.75,7.02,93.04
2026-03-10T07:39:17.449070Z,418.66,7.02,92.93
2026-03-10T07:39:22.455620Z,418.5,7.02,92.93
2026-03-10T07:39:27.458713Z,418.63,7.22,92.86
2026-03-10T07:39:32.462534Z,418.71,7.22,92.7
2026-03-10T07:39:37.466433Z,418.61,7.21,92.79
2026-03-10T07:39:42.470223Z,418.48,7.2,92.92
2026-03-10T07:39:47.478826Z,418.28,7.19,92.74
2026-03-10T07:39:52.487763Z,418.35,7.2,92.63
2026-03-10T07:39:57.491484Z,418.41,7.2,92.56
2026-03-10T07:40:02.495551Z,418.59,7.19,92.44
2026-03-10T07:40:07.501246Z,418.52,7.19,92.61
2026-03-10T07:40:12.505025Z,418.48,7.18,92.65
2026-03-10T07:40:17.508335Z,418.52,7.18,92.7
2026-03-10T07:40:22.511404Z,418.65,7.17,92.53
2026-03-10T07:40:27.516713Z,418.8,7.14,92.5
2026-03-10T07:40:32.520096Z,418.64,7.14,92.46
2026-03-10T07:40:37.523737Z,418.45,7.13,92.48
2026-03-10T07:40:42.527406Z,418.26,7.13,92.62
2026-03-10T07:40:47.531769Z,418.17,7.13,92.65
2026-03-10T07:40:52.535239Z,418.0,7.13,92.6
2026-03-10T07:40:57.539102Z,417.83,7.13,92.54
2026-03-10T07:41:02.542991Z,417.97,7.12,92.71
2026-03-10T07:41:07.560430Z,418.06,7.12,92.85
2026-03-10T07:41:12.564135Z,417.94,7.11,92.78
2026-03-10T07:41:17.567885Z,417.89,7.12,92.97
2026-03-10T07:41:22.572231Z,417.77,7.12,92.79
2026-03-10T07:41:27.576047Z,417.6,7.12,92.96
2026-03-10T07:41:32.579623Z,417.56,7.11,92.82
2026-03-10T07:41:37.592022Z,417.37,7.11,92.75
2026-03-10T07:41:42.595340Z,421.99,7.12,92.92
2026-03-10T07:41:47.598273Z,421.87,7.11,93.09
2026-03-10T07:41:52.601675Z,421.81,7.1,93.01
2026-03-10T07:41:57.605394Z,421.95,7.11,92.87
2026-03-10T07:42:02.608949Z,421.85,7.11,92.94
2026-03-10T07:42:07.612818Z,421.98,7.12,93.02
2026-03-10T07:42:12.616874Z,421.9,7.12,93.22
2026-03-10T07:42:17.620571Z,421.97,7.13,93.32
2026-03-10T07:42:22.624470Z,421.83,7.14,93.51
2026-03-10T07:42:27.627361Z,421.8,7.14,93.6
2026-03-10T07:42:32.631469Z,421.67,7.15,93.57
2026-03-10T07:42:37.635157Z,421.79,7.41,93.72
2026-03-10T07:42:42.640168Z,421.75,7.41,93.88
2026-03-10T07:42:47.644115Z,421.91,7.41,93.88
2026-03-10T07:42:52.647752Z,421.78,7.41,93.7
2026-03-10T07:42:57.651109Z,421.61,7.04,93.79
2026-03-10T07:43:02.656735Z,421.65,7.04,93.67
2026-03-10T07:43:07.660106Z,421.54,7.03,93.85
2026-03-10T07:43:12.664162Z,421.7,7.04,93.68
2026-03-10T07:43:17.668785Z,421.84,7.04,93.88
2026-03-10T07:43:22.672245Z,421.74,7.05,93.9
2026-03-10T07:43:27.675964Z,421.73,7.04,93.83
2026-03-10T07:43:32.679095Z,421.55,7.05,93.99
2026-03-10T07:43:37.683752Z,421.44,7.05,93.96
2026-03-10T07:43:42.687718Z,421.31,7.05,94.15
2026-03-10T07:43:47.692785Z,421.19,7.04,94.04
2026-03-10T07:43:52.715805Z,421.0,7.05,94.12
2026-03-10T07:43:57.810179Z,420.88,7.06,93.98
2026-03-10T07:44:02.825164Z,420.96,7.52,94.17
2026-03-10T07:44:07.829955Z,420.87,7.52,94.37
2026-03-10T07:44:12.836497Z,420.85,7.52,94.27
2026-03-10T07:44:17.841697Z,420.79,7.53,94.34
2026-03-10T07:44:22.845384Z,420.75,7.52,94.41
2026-03-10T07:44:27.848881Z,420.93,7.52,94.57
2026-03-10T07:44:32.853464Z,420.9,7.52,94.4
2026-03-10T07:44:37.873646Z,421.01,7.52,94.25
2026-03-10T07:44:42.878240Z,420.87,7.53,94.22
2026-03-10T07:44:47.882745Z,422.38,7.53,94.26
2026-03-10T07:44:52.886104Z,421.68,7.53,94.2
2026-03-10T07:44:57.890098Z,421.83,7.52,94.19
2026-03-10T07:45:02.893659Z,421.73,7.52,94.17
2026-03-10T07:45:07.896217Z,421.65,7.52,94.17
2026-03-10T07:45:12.899687Z,421.75,7.53,93.98
2026-03-10T07:45:17.903252Z,421.7,7.52,93.95
2026-03-10T07:45:22.906694Z,421.86,7.53,93.95
2026-03-10T07:45:27.912707Z,421.69,7.52,93.83
2026-03-10T07:45:32.919237Z,421.8,7.52,93.97
2026-03-10T07:45:37.923977Z,421.75,7.51,93.9
2026-03-10T07:45:42.927749Z,421.69,7.5,93.88
2026-03-10T07:45:47.932861Z,421.6,7.5,93.95
2026-03-10T07:45:52.937740Z,421.71,7.5,94.07
2026-03-10T07:45:57.941475Z,421.59,7.5,93.89
2026-03-10T07:46:02.947217Z,421.48,7.49,93.99
2026-03-10T07:46:07.955117Z,421.38,7.49,93.81
2026-03-10T07:46:12.963714Z,421.28,7.48,93.84
2026-03-10T07:46:17.969516Z,421.29,7.49,93.66
2026-03-10T07:46:22.973916Z,421.3,7.5,93.82
2026-03-10T07:46:27.977414Z,421.16,7.49,93.69
2026-03-10T07:46:32.981070Z,421.15,7.49,93.76
2026-03-10T07:46:37.986273Z,421.04,7.48,93.79
2026-03-10T07:46:42.989885Z,420.85,7.48,96.88
2026-03-10T07:46:47.992969Z,420.86,7.48,96.79
2026-03-10T07:46:52.995537Z,420.85,7.47,96.63
2026-03-10T07:46:57.998948Z,420.76,7.47,96.64
2026-03-10T07:47:03.004912Z,420.92,7.48,96.53
2026-03-10T07:47:08.008508Z,420.8,7.48,96.63
2026-03-10T07:47:13.012858Z,416.36,7.48,96.63
2026-03-10T07:47:18.016364Z,416.26,7.48,96.66
